Filename,True_Class,Predicted_Class,Confidence_%,har_contrast,har_correlation,har_energy,har_homogeneity,har_variance,har_sum_avg,har_sum_var,har_sum_entropy,har_entropy,har_diff_var,har_diff_entropy,har_imc1,har_imc2,edge_density,white_ratio,vertical_peaks,column_strength,hough_lines,color_entropy,text_component_count,horizontal_peaks,avg_stroke_width,colorfulness,face_count,face_area_ratio,max_gutter_width,text_block_density
067ace8cb9c69734a4bf06bd84e7278f.jpg,handwritten,handwritten,36.06,0.019315303415300494,658.1639975518972,0.8566068967595619,2294.8242389907373,0.5602526021132311,441.63633480140095,8521.13295841105,6.679879652615957,9.362972968497944,0.0009462988061102481,3.5042277655130873,-0.4005670803205908,0.9950997663208192,0.08628122398001666,0.747994379683597,92.0,80170.0,160.0,3.2341225147247314,5.609908409658618,105.0,5.332267761230469,8.002422809123914,0.0,0.0,0.1,0.44115424646128226
087816e6650e34c11875943ea150ff02.jpg,handwritten,handwritten,44.71,0.0006576244844324782,950.7089957989793,0.8583271527971157,3355.5530607661294,0.3323879305337198,332.68599939536693,12471.503247265558,8.458672750063283,12.584476666353991,0.00038670176175147476,4.594349682935575,-0.3164601330369041,0.9949665929329541,0.12490501876172608,0.789452392120075,88.0,43210.0,269.0,4.59063720703125,7.047373358348968,75.0,1.7939156293869019,8.815556467017311,0.0,0.0,0.0,0.6203693714821764
11538c40488952569f4e8f3f7cbd92db.jpg,handwritten,handwritten,41.73,0.0006745522447563301,684.1808670425787,0.8883458663931253,3064.363342823077,0.26251730657065886,312.84914315721153,11573.272504249748,8.197121679924575,12.347855471279924,0.00033373881882674765,4.629769439350829,-0.2809833809865753,0.9902792207849382,0.1314047842401501,0.790640243902439,82.0,45165.0,378.0,4.101741790771484,5.030487804878049,78.0,1.2139272689819336,16.22925449109641,0.0,0.0,0.04,0.6556801125703565
11aab5f08b1d20abd787177fc89dfc27.jpg,handwritten,natural_photos,37.21,0.0013832640169814585,237.26191407691553,0.9556141344428679,2673.1445190294326,0.4599896999091459,289.6880631240643,10455.316162040825,8.06483809000659,11.003892658365586,0.0007256476201097985,3.4515953968984507,-0.44257708399143886,0.998892653894669,0.06577167766258248,0.6866529217719133,100.0,26355.0,271.0,4.112060070037842,2.438737040527804,91.0,17.684654235839844,8.402339847636156,0.0,0.0,0.06,0.36335532516493874
14cc55a37cc799a4b69df656116b17aa.jpg,handwritten,handwritten,49.04,0.0005359211362941768,443.32290054367263,0.8409555799963372,1393.6131529428876,0.18771607906679189,339.91403059957406,5131.129711227863,7.831476369258278,12.261481348657455,0.0002660076353074917,4.735708590118994,-0.2129986337250005,0.9699844881964244,0.13176099158091675,0.8171924695977549,89.0,53955.0,370.0,3.9284470081329346,10.465388213283441,43.0,0.8733229041099548,20.168131026961163,0.0,0.0,0.0,0.5569714686623012
15dee836248521ff0ec813cef328ffdb.jpg,handwritten,natural_photos,28.1,0.002569995722931188,274.82233600245195,0.9630672828165965,3721.559466766069,0.42673439424832943,315.6851869228103,14611.415531061833,7.8951351032176476,10.89991598141605,0.0006565202931699141,3.6233817945355997,-0.4140128758312857,0.9979990091468376,0.0814282363977486,0.7555804409005629,81.0,33560.0,484.0,3.877768039703369,2.474202626641651,51.0,6.042612075805664,24.19596011344548,0.0,0.0,0.1725,0.40133677298311443
162eb59caf6ead1c9eb6af2a11e56a44.jpg,handwritten,handwritten,54.94,0.01041647410427429,809.2776871425043,0.8828641755795883,3455.2180777566145,0.5224484202033826,320.34631888937554,13011.594623883924,7.420407476389518,10.47381687066019,0.0008305301508083349,3.8262843487759732,-0.3974721499287641,0.9966752987989684,0.104359243697479,0.8075350140056022,82.0,38930.0,670.0,3.7840638160705566,4.3884220354808585,35.0,1.7978428602218628,19.329851888196345,0.0,0.0,0.02625,0.4822922502334267
16ac380b5878b31ab859980bb465e999.jpg,handwritten,magazine,36.59,0.0014203159665619732,461.0436281463906,0.8809582279965273,1936.4954718710233,0.4529073862309808,323.82179345492307,7284.938259337705,8.034229904156055,11.451841056512684,0.0006420992198171753,3.8791896003819764,-0.38779298463774897,0.99752277065893,0.10763195098963242,0.5730878887841658,103.0,42660.0,460.0,3.995864152908325,5.772855796418473,81.0,14.152796745300293,52.83000376521124,0.0,0.0,0.07,0.5215303958529689
18ad56fda5dc48ba03d4d50db57273ff.jpg,handwritten,multi-column,23.11,0.011675497008644425,1082.8016373498594,0.6194365364560064,1422.4687233641253,0.31791849828540314,456.8508907361993,4607.073256106669,5.730699845214373,9.0760375861888,0.000468729363182123,4.210993905198123,-0.12016850491210285,0.8210726958146454,0.10863255033557047,0.9123301174496644,76.0,43555.0,323.0,2.7909364700317383,2.002936241610738,92.0,0.09263473004102707,22.37268426817075,0.0,0.0,0.0725,0.5294630872483221
20c9518270830044923f5a796d8277d5.jpg,handwritten,handwritten,38.61,0.0007593244660251546,313.75925457365713,0.8678441311699663,1187.1520770187753,0.28245712144050406,262.29131772554945,4434.849053501446,7.907299237035308,11.788923468284942,0.0004764909116578834,4.227803593462303,-0.2978388829336542,0.9904729294866538,0.11007739212007504,0.759343339587242,81.0,38585.0,450.0,4.2061262130737305,12.511726078799251,31.0,1.5713262557983398,29.165777428260686,0.0,0.0,0.0625,0.5211010787992495
